Name, Group, MainNote1, MainNote2, MainNote3, Season, Time, Longevity, Sillage, Rate, Count
Bouquet Vera Wang for women,Floral,Honeysuckle,Cassis,Narcissus,Spring/Summer,Day,moderate,moderate,3.77,237
Sheer Veil Vera Wang for women,Floral,Lily,Violet,Lavender,Spring/Summer,Day,moderate,moderate,3.86,238
Truly Pink Vera Wang for women,Floral,Pink Rose,Peony,Lily-of-the-Valley,Spring/Summer,Day,moderate,moderate,3.81,227
Vera Wang Vera Wang for women,Floral,Lily,Lily-of-the-Valley,Gardenia,All Season,Day,moderate,moderate,3.71,872
Vera Wang Anniversary Vera Wang for women,Floral Woody Musk,Gardenia,Sicilian Bergamot,Orange Blossom,Spring/Summer,All Time,moderate,heavy,3.82,74
Blonde Versace for women,Floral,Tuberose,Gardenia,Narcissus,All Season,All Time,long lasting,heavy,3.85,565
Crystal Noir Versace for women,Oriental Floral,Coconut,Gardenia,Pepper,Fall/Winter,Night,long lasting,heavy,3.77,6284
Dreamer Versace for men,Oriental Fougere,Tobacco,Lavender,Tonka Bean,Fall/Winter,All Time,long lasting,moderate,3.90,3087
Gianni Versace Versace for women,Chypre Floral,Benzoin,Myrrh,Oakmoss,Fall/Winter,Night,long lasting,heavy,4.27,140
V'E Versace for women,Chypre Floral,Rose,Narcissus,Ylang-Ylang,All Season,All Time,moderate,moderate,3.92,99
Versace 2 Thousand Versace for women,Floral Woody Musk,Floral Notes,Green Notes,Spices,Summer,Day,moderate,heavy,3.60,7
Versace L'Homme Versace for men,Leather,Lemon,Leather,Carnation,Fall/Winter,All Time,long lasting,heavy,3.90,748
Versense Versace for women,Woody Floral Musk,Bergamot,Citruses,Green Mandarin,Spring/Summer,Day,moderate,moderate,4.00,2805
Bright Crystal Versace for women,Floral Fruity,Peony,Yuzu,Pomegranate,Spring/Summer,Day,moderate,moderate,3.65,6141
Bright Crystal Absolu Versace for women,Floral Fruity,Peony,Raspberry,Pomegranate,Spring/Summer,Day,long lasting,moderate,3.84,853
Eros Versace for men,Aromatic Fougere,Madagascar Vanilla,Mint,Tonka Bean,All Season,All Time,long lasting,heavy,3.83,4053
Couture Jasmine Versace for women,Floral,Jasmine,Rose,Ylang-Ylang,All Season,All Time,moderate,heavy,4.40,12
Couture Tuberose Versace for women,Floral,Tuberose,Almond,Ambroxan,All Season,All Time,moderate,heavy,4.42,18
Couture Violet Versace for women,Floral,Violet,Musk,Heliotrope,All Season,Day,moderate,heavy,4.47,18
Gianni Versace Couture Versace for women,,Almond Blossom,Heliotrope,Jasmine,Fall/Winter,All Time,weak,moderate,4.47,25
Jeans Couture Glam Versace for women,Floral Woody Musk,Fuchsia,Aldehydes,Pink Pepper,All Season,All Time,moderate,moderate,3.00,85
Jeans Couture Man Versace for men,Aromatic Fougere,Myrtle,Musk,Cardamom,Spring/Summer,Day,moderate,moderate,4.30,87
Jeans Couture Woman Versace for women,Floral Fruity,Orange Blossom,Jasmine,Plum,All Season,All Time,moderate,moderate,3.68,130
Vanitas Versace for women,Floral,Tiare Flower,Freesia,Lime,Spring/Summer,Day,moderate,moderate,3.75,1125
Vanitas Eau de Toilette Versace for women,Floral Woody Musk,Freesia,Rose,Tea,Spring/Summer,Day,moderate,moderate,3.72,248
Versace Essence Emotional Versace for women,Floral Green,Mango,Ylang-Ylang,Vanilla,All Season,All Time,moderate,moderate,3.67,49
Versace Essence Ethereal Versace for women,Floral Green,iris,Violet,Wisteria,Spring/Summer,Day,moderate,heavy,3.44,53
Versace Essence Exciting Versace for women,Floral Green,Green Notes,Freesia,Lily,Spring,Day,moderate,moderate,3.00,37
Baby Blue Jeans Versace for men,Citrus Aromatic,Lime,Musk,Vanilla,Spring/Summer,Day,moderate,moderate,3.42,235
Baby Rose Jeans Versace for women,Floral,Violet,Hyacinth,Vanilla,Spring/Summer,Day,moderate,moderate,3.84,480
Black Jeans Versace for men,Woody Floral Musk,Leather,Tarragon,Geranium,All Season,All Time,long lasting,heavy,4.08,149
Blue Jeans Versace for men,Aromatic Fougere,Lavender,Vanilla,Citruses,All Season,Day,long lasting,moderate,3.79,1876
Green Jeans Versace for men,Woody,Fir,Lime,Lemon,All Season,Day,long lasting,heavy,3.28,137
Jeans Woman Versace for women,Floral,Lilac,Jasmine,African Orange flower,Spring,Night,long lasting,heavy,3.50,13
Metal Jeans  Men Versace for men,Woody Aquatic,Watermelon,Water Notes,Guaiac Wood,Spring/Summer,Day,moderate,moderate,4.16,99
Metal Jeans Women Versace for women,Floral,Lilac,Neroli,Nutmeg,All Season,Day,moderate,moderate,3.49,69
Red Jeans Versace for women,Floral Fruity,Peach,Apricot,Rose,Spring/Summer,Day,moderate,moderate,3.17,1134
White Jeans Versace for women,Chypre Floral,Spices,Vanilla,Cinnamon,Fall/Winter,All Time,long lasting,heavy,3.69,112
Yellow Jeans Versace for women,Floral Green,Tea,Mandarin Orange,Cedar,Spring/Summer,Day,moderate,moderate,3.46,153
Versace Man Versace for men,Woody Spicy,Tobacco,Saffron,Amber,Fall/Winter,Night,long lasting,heavy,4.19,1021
Versace Man Eau Fraiche Versace for men,Woody Aquatic,Lemon,Bergamot,Carambola (Star Fruit),Summer,Day,moderate,moderate,4.12,4679
Versace Pour Femme Versace for women,Floral,Lilac,Guava,Jasmine,Spring/Summer,Day,moderate,moderate,3.98,1164
Versace Pour Femme Dylan Blue Versace for women,Floral Fruity,Granny Smith apple,Peach,Clover,Spring/Summer,Day,moderate,heavy,3.20,354
Versace Pour Femme Oud Oriental Versace for women,Oriental Woody,Agarwood (Oud),Rose,Leather,Fall/Winter,All Time,long lasting,heavy,3.99,161
Versace Pour Homme Versace for men,Aromatic Fougere,Lemon,Neroli,Bergamot,Spring/Summer,Day,moderate,moderate,4.27,4800
Versace Pour Homme Dylan Blue Versace for men,Aromatic Fougere,Ambroxan,Grapefruit,Calabrian bergamot,Spring/Summer,All Time,long lasting,moderate,3.85,1780
Versace Pour Homme Oud Noir Versace for men,Oriental Woody,Agarwood (Oud),Spices,Oriental Woodsy notes,Fall/Winter,Night,moderate,moderate,4.13,853
Versace Woman Versace for women,Floral Woody Musk,Raspberry,Rose,Musk,All Season,Day,moderate,moderate,3.58,983
Versace Woman Summer Versace for women,Floral Green,Jasmine,Mandarin Orange,Honeysuckle,All Season,Day,long lasting,heavy,3.29,29
V/S Homme Versace for men,Aromatic Fougere,Lavender,Nutmeg,Rose,All Season,Day,long lasting,moderate,3.89,92
V/S Versus Versace for women,Floral Fruity,Cinnamon,Cedar,Lime,All Season,All Time,long lasting,heavy,4.11,138
Versus Versace for women,Floral Fruity,Kumquat,Amalfi Lemon,Star apple,Spring/Summer,Day,moderate,moderate,3.55,826
Versus Donna Versace for women,Oriental Floral,Raspberry,Plum,Violet,Fall/Winter,All Time,long lasting,heavy,3.83,163
Versus Uomo Versace for men,Oriental Woody,Lavender,Brazilian Rosewood,Lime,Fall/Winter,All Time,long lasting,heavy,4.16,239
Versus Time for Action Versace for women and men,Woody Aromatic,Grapefruit,Lemon Verbena,Lemon Tree,All Season,Day,long lasting,heavy,2.84,23
Versus Time For Energy Versace for women and men,Floral Green,Yuzu,Lemon Tree,Green Tea,Spring/Summer,Day,long lasting,heavy,3.52,60
Versus Time For Pleasure Versace for women,Floral Fruity,Blackberry,Raspberry,Strawberry,Summer,Day,moderate,moderate,3.96,176
Yellow Diamond Versace for women,Floral,Amalfi Lemon,Mimosa,Pear,Spring/Summer,Day,moderate,moderate,3.58,2036
Yellow Diamond Intense Versace for women,Floral,Citron,Pear,Orange Blossom,Spring/Summer,Day,moderate,heavy,3.70,290
Angels Only Victoria's Secret for women,Floral,Apple Blossom,Violet,Freesia,Spring/Summer,Day,moderate,moderate,3.61,117
Basic Instinct Victoria's Secret for women,Floral Fruity,Plum,Patchouli,Gardenia,Fall/Winter,Night,moderate,heavy,3.64,257
Body by Victoria 2002 Victoria's Secret for women,Floral Woody Musk,White Musk,Cucumber,Peony,Spring/Summer,Day,moderate,moderate,4.18,390
Body by Victoria 2012 Victoria's Secret for women,Floral Aquatic,Mandarin Orange,Raspberry Leaf,Orange Blossom,Spring/Summer,Day,moderate,moderate,3.99,146
Body by Victoria 2014 Victoria's Secret for women,Floral Green,Water Hyacinth,Green Leaves,Freesia,Spring/Summer,Day,moderate,moderate,3.87,97
Breathless Victoria's Secret for women,Floral,Neroli,Mandarin Orange,Sandalwood,Spring/Summer,Day,moderate,heavy,3.87,208
Exotic Bloom Victoria's Secret for women,Floral Fruity,Orchid,Coconut,Musk,Summer,Day,moderate,heavy,3.94,20
Fabulous Victoria's Secret for women,Floral Fruity,Apricot,Red Currant,Whipped cream,Spring/Summer,Day,moderate,moderate,4.04,135
Fabulous (2015) Victoria's Secret for women,Floral Fruity,Osmanthus,Pink Freesia,Red Currant,Spring/Summer,Day,moderate,heavy,4.05,25
Fearless Victoria's Secret for women,Floral Fruity,iris,Black Currant,Orris Root,Fall/Winter,Night,moderate,moderate,3.79,168
Forever Sexy Victoria's Secret for women,Oriental Floral,Solar notes,Orange,Amber,Spring/Summer,Day,moderate,heavy,3.97,126
Glamour Victoria's Secret for women,Floral Fruity,Mango,Amber,Gardenia,Spring/Summer,Day,weak,moderate,4.11,76
Gorgeous Victoria's Secret for women,Floral Fruity,Strawberry,Jasmine,Freesia,Spring/Summer,Day,weak,moderate,3.91,255
Heavenly Eau de Parfum Victoria's Secret for women,Oriental,White Musk,Sandalwood,Vanilla,Fall/Winter,Day,moderate,moderate,3.91,182
Incredible Victoria's Secret for women,Floral Fruity,Peach,Coconut,Pear,All Season,Day,moderate,moderate,4.00,236
Incredible Daring Victoria's Secret for women,Floral,African Orange flower,Freesia,Musk,Spring/Summer,Day,weak,moderate,4.23,88
Intense Victoria's Secret for women,Oriental Vanilla,Plum,Praline,Coconut,Fall/Winter,Night,long lasting,heavy,4.13,118
London Victoria's Secret for women,Floral,Mandarin Orange,Bulgarian Rose,Violet Leaf,All Season,Day,moderate,moderate,4.07,53
Love is Heavenly Victoria's Secret for women,Floral Fruity,Kiwi,Blackberry,Orange,Spring/Summer,Day,moderate,moderate,3.99,173
Love is Heavenly (2016) Victoria's Secret for women,Floral Fruity,Mandarin Blossom,Freesia,Water Lily,Spring/Summer,Day,moderate,heavy,4.18,60
Love Rocks Victoria's Secret for women,Floral Fruity,Vanille,Amber,Musk,Fall/Winter,Night,moderate,moderate,3.74,251
Night Victoria's Secret for women,Oriental Floral,Plum,Orchid,Apple,Fall/Winter,Night,moderate,moderate,4.02,272
Passionate Kisses Victoria's Secret for women,Floral Fruity,Cherry,Vanille,Blackberry,All Season,Day,moderate,moderate,3.92,140
Rapture Victoria's Secret for women,Oriental Spicy,Amber,Orange Blossom,Heliotrope,Fall/Winter,Night,long lasting,heavy,3.37,574
Sexual Star Victoria's Secret for women,Floral Fruity,Apricot,Honey,African Orange flower,All Season,Night,weak,soft,3.81,24
So In Love Victoria's Secret for women,Floral,Moroccan Rose,Carnation,Cognac,All Season,All Time,long lasting,heavy,3.85,157
Vertical Victoria's Secret for men,,Suede,Lavender,Amber,All Season,All Time,moderate,heavy,3.71,35
Victoria Victoria's Secret for women,Floral Fruity Gourmand,Red Berries,Rose,Creme Brulee,Spring/Summer,Day,moderate,moderate,4.05,272
Victoria's Secret Angel Italian Bergamot Victoria's Secret for women,Citrus Aromatic,Narcissus,Bergamot,Water Notes,Spring/Summer,Day,moderate,moderate,3.73,36
Victoria's Secret Forbidden Victoria's Secret for women,Floral Fruity,Pear,Amber,Woodsy Notes,All Season,Day,moderate,moderate,4.11,105
Victoria's Secret Simply Gorgeous Victoria's Secret for women,Oriental Floral,Amber,Red Apple,black fig,All Season,Night,weak,moderate,3.63,85
Victoria’s Secret Angel Victoria's Secret for women,Floral Fruity,Plum,Pink Pepper,Violet,All Season,All Time,moderate,moderate,3.97,335
Victoria’s Secret Angel Dream Victoria's Secret for women,Floral Fruity,Violet,Black Currant,Cucumber,All Season,Day,moderate,moderate,3.86,69
Victoria’s Secret Angel Gold Victoria's Secret for women,Floral Fruity,Pomelo,Gardenia,Pear,All Season,All Time,moderate,moderate,4.26,247
Victoria’s Secret Beach Angel Victoria's Secret for women,Floral Aquatic,Sea water,Driftwood,Pear,Spring/Summer,Day,weak,moderate,4.33,80
Victoria’s Secret Paris Victoria's Secret for women,Floral Woody Musk,Cypress,Night Blooming Jasmine,Oakmoss,Fall/Winter,All Time,long lasting,moderate,3.95,66
Vixen Victoria's Secret for women,Floral,Apple Blossom,Freesia,Vanille,Spring/Summer,All Time,moderate,moderate,4.10,154
Wicked Eau de Parfum Victoria's Secret for women,Oriental Vanilla,Brown sugar,Tahitian Vanilla,Freesia,Fall/Winter,All Time,moderate,heavy,4.23,116
XO Victoria Victoria's Secret for women,Floral,Apple,Rose,Ivy,Spring/Summer,Day,moderate,moderate,4.07,117
Angel Eau De Parfum Victoria's Secret for women,Floral,Violet,Plum,Amber,Spring/Summer,Day,moderate,moderate,3.81,68
Angel Gold Victoria's Secret for women,Floral Fruity,Gardenia,Bergamot,Musk,All Season,Night,moderate,moderate,3.85,69
Dark Angel Victoria's Secret for women,Floral Fruity Gourmand,Caramel,Mango,Almond Blossom,Fall/Winter,Night,moderate,moderate,4.23,106
Pink Sunset Victoria's Secret for women,Aromatic Fruity,Coconut,Watermelon,Rum,Summer,Day,moderate,enormous,4.50,13
Love Addict Victoria's Secret for women,Oriental Vanilla,Big Strawberry,Almond,Milk,All Season,Day,weak,moderate,4.16,88
Aqua Kiss Victoria's Secret for women,Floral,Sea Notes,Freesia,Daisy,Spring/Summer,Day,weak,moderate,4.12,123
Dreamy Vanilla Victoria's Secret for women,Oriental Vanilla,Frosting [Glacé],Vanilla,Creme Brulee,All Season,Day,moderate,moderate,3.54,17
Love Spell Fragrance Mist Victoria's Secret for women,Floral Fruity,Peach,Cherry Blossom,Aloe Vera,Spring/Summer,Day,moderate,moderate,3.37,210
Love Spell Lace Mist Victoria's Secret for women,Floral Fruity,Sugar,Plum,Musk,All Season,Day,moderate,moderate,4.27,18
Mango Temptation Victoria's Secret for women,Floral Fruity,Mango,Hibiscus,Chamomile,Summer,Day,weak,moderate,3.87,258
Midnight Dare Victoria's Secret for women,Floral Fruity,Raspberry,Sandalwood,Aloe Vera,Fall/Winter,All Time,moderate,moderate,3.33,15
Secret Charm Honeysuckle And Jasmine Victoria's Secret for women,Floral,Honeysuckle,Jasmine,Aloe Vera,Spring/Summer,Day,weak,soft,3.98,54
Sheer Love Fragrance Mist Victoria's Secret for women,Floral,Cotton Flower,Aloe Vera,Red Lily,Spring/Summer,Day,weak,moderate,4.05,88
Snow Mint Victoria's Secret for women,Floral Fruity,Mint,Whipped cream,Dark Chocolate,Winter,Day,moderate,heavy,4.75,27
Such a Flirt Fragrance Mist Victoria's Secret for women,Floral,Carambola (Star Fruit),White Orchid,Aloe Vera,Summer,Day,poor,moderate,3.57,27
Temptation Victoria's Secret for women,Floral Fruity Gourmand,Apple,Floral Notes,Cactus Flower,All Season,All Time,weak,moderate,3.96,26
Warm Ginger Victoria's Secret for women,Floral Fruity Gourmand,Ginger,Biscuit,Coconut,Winter,Night,weak,moderate,3.43,8
Bombshell Victoria's Secret for women,Floral Fruity,Passionfruit,Grapefruit,Peony,Spring/Summer,Day,moderate,moderate,4.02,1523
Bombshell Diamonds 2013 Victoria's Secret for women,Floral Fruity,Grapefruit,Apple,Lily-of-the-Valley,Spring/Summer,Day,moderate,heavy,4.30,42
Bombshell Diamonds EDP Victoria's Secret for women,Floral Fruity,Litchi,Passionfruit,Vanilla,All Season,All Time,moderate,heavy,4.32,47
Bombshell Eau de Parfum Victoria's Secret for women,Floral Fruity,Passionfruit,Citruses,Vanilla orchid,Spring/Summer,Day,moderate,moderate,3.94,37
Bombshell Forever Victoria's Secret for women,Floral Fruity,Boysenberry,Lavender,Woody Notes,Spring/Summer,Day,moderate,moderate,4.19,128
Bombshell In Love Victoria's Secret for women,Floral Fruity,Grapefruit,Raspberry,Pear,Spring/Summer,Day,moderate,heavy,4.15,65
Bombshell New York Victoria's Secret for women,Floral Fruity,Madagascar Vanilla,Carambola (Star Fruit),Jasmine,All Season,Day,moderate,heavy,4.27,16
Bombshell Nights  Victoria's Secret for women,Floral Fruity,Black Currant,Dahlia,Woody Notes,All Season,Day,moderate,heavy,4.47,54
Bombshell Seduction Victoria's Secret for women,Floral Fruity,Grapefruit,Magnolia,Musk,All Season,Day,moderate,heavy,4.16,105
Bombshell Seduction Eau de Parfum Victoria's Secret for women,Oriental Floral,Sage,Tuberose,Musk,All Season,Day,weak,moderate,4.43,48
Bombshell Shanghai 2017 Victoria's Secret for women,Floral Fruity,Passionfruit,Vanilla orchid,Peony,All Season,Day,moderate,heavy,4.09,13
Bombshell Summer 2011 Victoria's Secret for women,Floral Fruity,Grapefruit,Lily-of-the-Valley,Black Currant,Spring/Summer,Day,moderate,moderate,4.00,100
Bombshell Summer 2014 Victoria's Secret for women,Floral Fruity,Grapefruit,Lily-of-the-Valley,Black Currant,Summer,Day,moderate,heavy,4.67,21
Bombshell Summer 2017 Victoria's Secret for women,Floral Fruity,Grapefruit,Lily-of-the-Valley,Black Currant,Spring/Summer,Day,moderate,moderate,4.53,53
Bombshell The Summer Edition Victoria's Secret for women,Floral Fruity,Carambola (Star Fruit),Rooibos Tea,Pear,Summer,Day,moderate,moderate,4.58,52
Victoria's Secret Bombshell Italian Iris Victoria's Secret for women,Floral,Italian Iris,Poppy,Orris Root,Spring/Summer,Day,moderate,heavy,4.34,47
Victoria's Secret Bombshells in Bloom Victoria's Secret for women,Floral,Red Apple,Pink Freesia,Water Lily,Spring/Summer,Day,moderate,moderate,4.15,131
Winter Bombshell Victoria's Secret for women,Floral Fruity,Carambola (Star Fruit),Jasmine,Camelia,All Season,Day,moderate,moderate,4.52,36
Dream Angels Blush Eau de Parfum Victoria's Secret for women,Floral Fruity,Quince,White Lotus,Driftwood,Spring/Summer,Day,moderate,moderate,4.10,51
Dream Angels Desire Victoria's Secret for women,Floral Fruity,Magnolia,Yellow Plum,Freesia,All Season,Day,moderate,moderate,3.72,240
Dream Angels Divine Victoria's Secret for women,Floral,Lotus,Musk,Sandalwood,All Season,All Time,moderate,moderate,3.70,284
Dream Angels Forever Victoria's Secret for women,Floral Fruity,Amber,Blackberry,iris,All Season,All Time,moderate,moderate,4.46,235
Dream Angels Glow Victoria's Secret for women,Floral Fruity,Pink Pepper,Pear,Wild berries,All Season,Day,moderate,heavy,4.35,75
Dream Angels Halo Victoria's Secret for women,Floral,Fig Leaf,Tiare Flower,Pepper,All Season,Day,moderate,moderate,3.76,247
Dream Angels Heavenly Victoria's Secret for women,Oriental Floral,Musk,Vanilla,Cardamom,All Season,Day,moderate,moderate,3.84,1441
Dream Angels Heavenly Bloom Victoria's Secret for women,Floral,Jasmine,Freesia,Magnolia,Spring/Summer,Day,moderate,moderate,4.00,53
Dream Angels Heavenly Eau de Parfum Victoria's Secret for women,Oriental Floral,White Musk,Peony,Sandalwood,All Season,Day,moderate,moderate,3.97,73
Dream Angels Heavenly Enchanted Victoria's Secret for women,,Amber,Raspberry,Coconut,Fall/Winter,Night,moderate,heavy,4.13,57
Dream Angels Heavenly Flowers Victoria's Secret for women,Floral Fruity,Peony,Floral Notes,Fruity Notes,Spring/Summer,Day,moderate,heavy,3.64,43
Dream Angels Heavenly Gold Edition Victoria's Secret for women,Floral Fruity,Peony,Vanilla,Freesia,All Season,All Time,moderate,moderate,4.15,17
Dream Angels Heavenly Shine Victoria's Secret for women,Floral Fruity,Nectarine,Vanille,Lotus,All Season,All Time,moderate,heavy,4.03,42
Dream Angels Heavenly Stardust Victoria's Secret for women,Floral Fruity,Winterberry,Musk,Honeysuckle,Fall/Winter,All Time,moderate,moderate,4.27,84
Dream Angels Heavenly Summer Victoria's Secret for women,Floral,Peony,Woodsy Notes,Coconut,Spring/Summer,Day,moderate,heavy,3.96,57
Dream Angels Kiss Eau de Parfum Victoria's Secret for women,Floral,Mint,Flower Petals,Osmanthus,Spring/Summer,Day,moderate,moderate,4.00,63
Dream Angels Wish Victoria's Secret for women,Floral Fruity,Pink Pepper,Musk,Grapefruit,All Season,Day,moderate,heavy,3.82,127
Heavenly Kiss Victoria's Secret for women,Floral Fruity,Marshmallow,Toffee,Watermelon,Spring/Summer,Day,moderate,moderate,4.00,99
Heavenly Luxe Edition Victoria's Secret for women,Oriental Floral,Peony,Vanilla,Sandalwood,Fall/Winter,All Time,moderate,heavy,4.67,5
Eau So Party Victoria's Secret for women,Floral Fruity,Lime,Sugar,Pear,All Season,All Time,moderate,moderate,4.18,46
Eau So Sexy Victoria's Secret for women,Floral Fruity Gourmand,Whipped cream,Apple,Bergamot,Spring/Summer,Day,moderate,moderate,4.01,277
Love Eau de Parfum Victoria's Secret for women,,Cotton Flower,Apricot,Apricot Blossom,All Season,Day,moderate,moderate,3.98,104
Love Star Victoria's Secret for women,Oriental Floral,White Lily,Apple,Rum,All Season,Day,moderate,moderate,4.57,8
Love Me Victoria's Secret for women,Floral,Amber,French Narcissus,Neroli,All Season,Day,moderate,moderate,3.98,103
Love Me More Victoria's Secret for women,Oriental Vanilla,Canelé,Amber,Grapefruit,Fall/Winter,Night,moderate,moderate,4.26,57
Mood Yearn Victoria's Secret for women,Floral,Tuberose,Gardenia,Musk,All Season,All Time,weak,heavy,3.82,25
Sweet Craving Victoria's Secret for women,,Vanilla,Sugar,Musk,Fall/Winter,Night,moderate,moderate,4.19,91
Bombshell in Paradise Victoria's Secret for women,Aromatic Fruity,Fig,Passion Flower,Cypress,Spring/Summer,Day,moderate,heavy,3.89,36
Fabulous in Paradise Victoria's Secret for women,Floral,Mimosa,Frangipani,Coconut,Spring/Summer,Day,weak,heavy,4.50,32
Heavenly in Paradise Victoria's Secret for women,Aromatic,Ice cream,Olive Tree,Tangerine,Spring/Summer,Day,weak,heavy,3.07,23
Cashmere Vanilla Jasmine Victoria's Secret for women,Oriental Floral,Vanilla,Cashmere Wood,Jasmine,Fall/Winter,All Time,moderate,heavy,4.39,151
Chiffon Peony Freesia Victoria's Secret for women,Floral,Freesia,Peony,Bergamot,Spring/Summer,Day,moderate,moderate,3.65,58
Lace Orange Flower Victoria's Secret for women,Floral,African Orange flower,Osmanthus,Grapefruit,Spring/Summer,Day,moderate,moderate,4.14,84
Satin Rose de Mai Victoria's Secret for women,Floral,Rose,Honeysuckle,Grapefruit,Spring/Summer,Day,moderate,heavy,4.00,78
Silk Mandarin Santal Victoria's Secret for women,Floral Woody Musk,Woodsy Notes,Sandalwood,Mimosa,All Season,Day,moderate,moderate,4.20,70
Velvet Amber Blackberry Victoria's Secret for women,Oriental Floral,Blackberry,Amber,Rose,Fall/Winter,All Time,moderate,moderate,4.03,125
Amber Romance Midnight Victoria's Secret for women,Oriental,Amber,Natural Musk,Nectarine,Fall/Winter,Night,moderate,moderate,4.14,10
Island Waters Victoria's Secret for women,Floral Aquatic,Coconut Nectar,Pineapple,Watery Notes,Spring/Summer,Day,moderate,heavy,4.50,2
Lemon Paradise Victoria's Secret for women,Citrus,Lemon,Sugar,Vanilla,Spring/Summer,Day,weak,heavy,4.50,5
Pure Seduction Midnight Victoria's Secret for women,Floral Fruity,Red Berries,Wild berries,Woodsy Notes,All Season,All Time,weak,soft,4.00,6
Scandalous Victoria's Secret for women,Floral Fruity,Praline,Raspberry,Peony,Fall/Winter,Night,moderate,moderate,4.15,327
Scandalous Dare Victoria's Secret for women,Floral Fruity,Plum,Pink Jasmine,Tuberose,Fall/Winter,All Time,moderate,moderate,3.86,43
Breeze Victoria's Secret for women,Floral Fruity,Frangipani,Orange Blossom,Mango,Spring/Summer,All Time,moderate,heavy,1.00,2
Island Victoria's Secret for women,Floral Fruity,Jasmine,White Amber,Carambola (Star Fruit),All Season,All Time,very long lasting,heavy,4.20,15
Sunset Victoria's Secret for women,Floral Fruity Gourmand,Coconut Nectar,Tiare Flower,Passionfruit,Spring/Summer,Day,poor,moderate,4.00,18
Sexy Little Things Victoria's Secret for women,Floral Fruity,Apple,Water Lily,Osmanthus,Spring/Summer,Day,moderate,moderate,3.94,275
Sexy Little Thing Ooh La La Victoria's Secret for women,Floral,Vanilla,Cherry Blossom,Mandarin Orange,All Season,Day,moderate,moderate,3.92,153
Sexy Little Things Heartbreaker Victoria's Secret for women,Floral,Honeysuckle,Bergamot,Vetiver,Spring/Summer,Day,moderate,moderate,4.02,107
Sexy Little Things Noir Victoria's Secret for women,Floral Fruity,Vanilla,Nectarine,Blackberry,All Season,Night,moderate,moderate,4.13,1099
Sexy Little Things Noir Love Me Victoria's Secret for women,Floral Fruity,Wild berries,Orchid,Musk,All Season,All Time,weak,moderate,3.86,67
Sexy Little Things Noir Summer Victoria's Secret for women,Floral Fruity,Guava,Musk,Jasmine,Spring/Summer,Day,moderate,moderate,3.71,48
Sexy Little Things Noir Tease Victoria's Secret for women,Floral Fruity,Vanille,Pear,Praline,All Season,All Time,moderate,moderate,4.27,1097
Tease Please Victoria's Secret for women,Floral Fruity,Woodsy Notes,Bergamot,Orchid,Spring/Summer,Day,moderate,moderate,3.78,51
Lemon Escape Victoria's Secret for women,Citrus Gourmand,Lemon,Sugar,Coconut,Spring/Summer,Day,weak,moderate,4.22,102
Tease Victoria's Secret for women,Floral Fruity,Black Vanilla Husk,Benzoin,Gardenia,All Season,All Time,weak,moderate,4.03,40
Tease Eau de Parfum Victoria's Secret for women,Floral Fruity,Pear,Gardenia,Vanilla,Winter,Night,moderate,moderate,4.60,6
Tease Flower Victoria's Secret for women,Floral,Orchid,Tulip,Sugar,Spring,Day,weak,moderate,3.79,52
Tease Rebel Victoria's Secret for women,Oriental Floral,Violet,Violet Leaf,Leather,All Season,Day,moderate,moderate,3.69,19
Amber Mandarin Victoria's Secret for women,Aromatic Fruity,Mandarin Orange,Amber,Lemon,All Season,Night,moderate,moderate,2.60,16
Lemon Iris Victoria's Secret for women,Floral Woody Musk,iris,Lemon,Orris,Spring/Summer,Day,moderate,moderate,3.73,18
Lime Blossom  Victoria's Secret for women,Floral Green,Lemon Leaf,Orange,Moss,Spring/Summer,Day,long lasting,soft,3.71,17
Pink Pummelo Victoria's Secret for women,Floral Fruity,Grapefruit,Lavender,Flowers,Spring,Day,moderate,moderate,3.12,18
Patchouli Coconut Musk Victoria's Secret for women,Oriental Vanilla,Patchouli,Coconut,Musk,Summer,Day,moderate,heavy,3.32,25
Rose Caramel Victoria's Secret for women,Floral Fruity Gourmand,Caramel,Rose,Jasmine,Fall/Winter,All Time,moderate,heavy,4.40,70
Rose Musk Victoria's Secret for women,Oriental Floral,Pink Pepper,Rose,Musk,Spring/Summer,Day,weak,heavy,4.13,16
Rose Violet Victoria's Secret for women,Floral,Violet,Bulgarian Rose,Cedar,Spring,Day,long lasting,heavy,3.89,23
Very Sexy (2007) Victoria's Secret for women,Oriental Floral,Pepper,Musk,Vanilla orchid,Fall/Winter,Night,moderate,moderate,3.85,601
Very Sexy (2012) Victoria's Secret for women,Oriental Floral,Blackberry,Pepper,Clementine,Fall/Winter,Night,moderate,moderate,3.83,227
Very Sexy (2018) Victoria's Secret for women,Oriental Floral,Cactus,Orchid,Clementine,Fall/Winter,All Time,moderate,heavy,4.57,7
Very Sexy Attraction for Him Victoria's Secret for men,,Cinnamon,Petitgrain,Vetiver,Winter,Night,long lasting,heavy,4.20,15
Very Sexy Dare Victoria's Secret for women,Woody Aromatic,Blood Orange,Nutmeg,Bergamot,All Season,All Time,moderate,heavy,3.60,134
Very Sexy Eau de Parfum Victoria's Secret for women,Floral Fruity,Blackberry,Clementine,Vanilla orchid,Fall/Winter,Night,moderate,moderate,3.75,181
Very Sexy for Her Victoria's Secret for women,Floral Fruity,Clementine,Musk,Cappuccino,Fall/Winter,Night,long lasting,heavy,4.16,246
